VI,EN
Anh đưa tay qua bàn và bắt tay tôi.,he reached across the table and shook my hand .
Tôi đã nói với bạn rằng bạn không nên làm điều đó.,i told you that you were not supposed to do it .
Tom chỉ vào mỗi từ khi anh đọc nó.,tom pointed to each word as he read it .
Tôi không nghĩ rằng tôi có kinh nghiệm cần thiết cho công việc đó.,i do not think i have the experience necessary for that job .
Chúng tôi có rất nhiều việc phải làm.chẳng hạn như ?,we have a lot of things to do . such as ?
Tốt hơn là bạn nên dành thời gian hơn là vội vàng và phạm sai lầm.,it is better to take your time than to hurry and make mistakes .
Trung Quốc tiếp tục mất đất trồng trọt vì xói mòn và đô thị hóa.,china continues to lose arable land because of erosion and urbanization .
"Tôi biết bạn có thể muốn ở một mình, vì vậy tôi sẽ rời đi.","i know you probably want to be alone , so i will leave ."
Tom hỏi tôi nếu tôi sẽ về nhà tối nay.,tom asked me if i would be home this evening .
"Khi nói đến người giám sát của tôi, anh ta rất không nhất quán, vì vậy chúng tôi không bao giờ hoàn thành công việc.","when it comes to my supervisor , he is very inconsistent , so we never get any work done ."
Tôi sợ tôi sẽ phải làm bạn thất vọng.Tôi không cảm thấy muốn tham gia vào cuộc thảo luận này.,i am afraid i will have to disappoint you . i do not feel like participating in this discussion .
Anh đã giành giải nhất tại Giải đấu cờ vua.,he won the first prize at the chess tournament .
"Ít nhất là bây giờ, tôi sẽ không nói gì cả.","at least for now , i am not going to say anything ."
Có một khu vườn nhỏ phía trước nhà tôi.,there is a small garden in front of my house .
Chúng ta vẫn đang bám vào những giấc mơ của tuổi trẻ.,we are still clinging to the dreams of our youth .
Hãy không làm bất cứ điều gì có thể khiến chúng ta gặp rắc rối.,let s not do anything that might get us in trouble .
Tôi nghĩ rằng tất cả chúng ta nên lo lắng một chút về cách mà Tom đã hành động gần đây.,i think we should all be worried a little bit about the way tom has been acting lately .
Cô ấy có khả năng sống để trở thành một trăm.,she is likely to live to be one hundred .
"Đúng là anh ấy còn trẻ, nhưng anh ấy thông minh.","it is true that he is young , but he is clever ."
Bác sĩ khuyên tôi nên dùng một số môn thể thao để giữ dáng.,the doctor advised me to take up some sport to stay in shape .
"Tôi xin lỗi, tôi không biết phải nói gì nữa.","i am sorry , i do not know what else to say ."
Nhanh lên và bạn vẫn có thể bắt tàu của bạn.,hurry up and you can still catch your train .
Cô gái sống bên cạnh là rất xinh đẹp.,the girl who lives next door is very pretty .
"Lần đầu tiên, cô không vững chắc với anh.","the first time , she was not very firm with him ."
Đừng gộp tất cả những vấn đề này lại với nhau.Bạn cần phải cho mỗi người xem xét cẩn thận.,do not lump all these issues together . you need to give every single one careful consideration .
Tôi sợ công việc này sẽ chiếm phần lớn thời gian của tôi.,i fear this work will take up most of my time .
Bạn có thể mua một vé sau khi lên tàu không?,are you able to buy a ticket after boarding the train ?
Tôi muốn hỏi Tom một vài câu hỏi nếu tôi có thể.,i would like to ask tom a few questions if i may .
Chúng tôi quan tâm đến việc quan sát các phong tục của các khu vực khác nhau.,we are interested in observing the customs of different regions .
Một số người nghĩ rằng tổng thống dành quá nhiều thời gian để đi du lịch.,some people think the president spends too much time traveling .
Cha mẹ tôi nói với tôi rằng chúng ta nên tôn trọng người già.,my parents told me that we should respect the elderly .
Tôi nghĩ rằng đã đến lúc tôi mua một chiếc máy ảnh phong phú.,i think it is time for me to buy a decent camera .
Ông đã đến cửa hàng để mua một số cam.,he went to the store to buy some oranges .
Tôi nghĩ rằng tôi đã nói với bạn để cắt tóc của bạn.,i thought i told you to cut your hair .
Tôi không thấy khoẻ .Bạn có thể cho tôi một ít thuốc?,i do not feel well . could you give me some medicine ?
Đây sẽ là một món quà lưu niệm tốt cho chuyến đi của tôi quanh Hoa Kỳ.,this will be a good souvenir of my trip around the united states .
Tôi hỏi Tom nếu tôi có thể nói chuyện với anh ấy một cách riêng tư.,i asked tom if i could talk to him in private .
Sự gia tăng thất nghiệp này là hậu quả của suy thoái kinh tế.,this increase in unemployment is a consequence of the recession .
Tôi luôn căng cơ chân trước khi chơi tennis.,i always stretch my leg muscles before playing tennis .
"Tiếng Anh của anh ấy không tệ, thấy rằng anh ấy đã học chỉ được hai năm.","his english is not bad , seeing that he has studied for only two years ."
Tôi muốn cắt tóc trước khi đi trong chuyến đi.,i want to get a haircut before i go on the trip .
Những đứa trẻ mẫu giáo đang đi tay trong công viên.,the kindergarten children were walking hand in hand in the park .
"Tom có một cách cười vui nhộn, phải không?","tom has a funny way of laughing , does not he ?"
Tôi nghĩ rằng Tom đã đến đây để nói với chúng tôi điều gì đó quan trọng.,i think tom came here to tell us something important .
Bạn thường đi đâu để cắt tóc?,where do you usually go to get a haircut ?
Họ sợ bạn hơn bạn.,they are more scared of you than you are of them .
Tom là cậu bé cao nhất trong đội bóng đá của chúng tôi.,tom is the tallest boy on our football team .
Cô ấy bị cảm lạnh và vắng mặt ở trường.,she has a cold and is absent from school .
Cô ấy luôn chuyển tai điếc theo lời khuyên của tôi.,she always turns a deaf ear to my advice .
Tôi đã thuyết phục cảnh sát không bắn con khỉ.,i persuaded the policeman not to shoot the monkey .
Tom và Mary không thích cùng một loại thực phẩm.,tom and mary do not like the same kind of food .
Chúng ta sẽ có thể làm tốt hơn rất nhiều so với lần sau.,we should be able to do a lot better than this next time .
"Ngay khi tôi có thể tìm ra cách gửi tiền, tôi sẽ gửi cho bạn một số.","as soon as i can figure out how to send money , i will send you some ."
Chỉ mất khoảng mười lăm phút để đi bộ đến nhà ga từ đây.,it only takes about fifteen minutes to walk to the station from here .
Đó là rất tốt khi bạn cho tôi chỗ ngồi của bạn.,it is very kind of you to give me your seat .
Tất cả các kế hoạch cẩn thận của cô bắt đầu làm sáng tỏ từng người một.,all her carefully made plans began to unravel one by one .
Anh chàng đánh bạn đang ở cửa trước.,the guy who hit you is at the front door .
Họ đi cùng anh đến một tòa nhà bằng gỗ cũ gần trang trại.,they walked with him to an old wooden building near the farmhouse .
Tôi phải đợi hai mươi phút cho xe buýt tiếp theo.,i had to wait twenty minutes for the next bus .
Tôi đã nghe nói rằng ở Đức bia rẻ hơn nước.Đó có phải là sự thật?,i have heard that in germany beer is cheaper than water . is that true ?
Tôi sẽ mua một chiếc máy ảnh cho con gái tôi.,i am going to buy a camera for my daughter .
Tom đánh thức bọn trẻ dậy và bảo họ sẵn sàng đến trường.,tom woke the children up and told them to get ready for school .
"Sau khi mất việc, anh đã trải qua một thời gian rất khó khăn.","after losing his job , he went through a very difficult time ."
"Trừ khi bạn bắt đầu học tiếng Anh khi còn nhỏ, bạn khó có thể nghe như một người bản ngữ.","unless you started learning english as a child , you are unlikely to ever sound like a native speaker ."
Bạn có muốn uống trà với chúng tôi chiều nay không?,would you like to have tea with us this afternoon ?
Làm thế nào bạn cuộn lên trong tòa nhà bỏ hoang đó?,how did you wind up in that abandoned building ?
Tủ quần áo của Mary có đầy đủ quần áo mà cô ấy đã không mặc trong nhiều năm.,mary s closets are full of clothes she has not worn in years .
"Trong khi bạn đang đọc cho tôi, tôi có thể làm may.","while you are reading to me , i can do my sewing ."
"Vào mùa hè, ngày dài và đêm ngắn.","in the summer , days are long and nights are short ."
Bạn phải đưa giấy phép cũ của bạn để có được một giấy phép mới.,you must turn in your old license in order to get a new one .
Kẻ trộm đã sử dụng một tuốc nơ vít để đột nhập vào xe.,the thief used a screwdriver to break into the car .
Mọi người được xếp hàng quanh khối chờ nhà hát mở.,people were lined up around the block waiting for the theater to open .
Mẹ anh đã điều hành một nhà thuốc trong mười lăm năm.,his mother has been running a drugstore for fifteen years .
Tất cả những gì bạn phải làm là chờ đợi sự xuất hiện của anh ấy.,all you have to do is wait for his arrival .
Làm thế nào để bạn biết đi du lịch nhẹ hơn âm thanh?,how do you know light travels faster than sound ?
Nhìn vào mắt tôi và nói với tôi rằng bạn đã không làm điều đó.,look me in the eyes and tell me you did not do it .
Bạn vẫn chưa nói với tôi tại sao bạn quyết định không đi.,you still have not told me why you decided not to go .
Bạn không thể đánh giá cao bài thơ cho đến khi bạn đã đọc nó nhiều lần.,you cannot appreciate the poem until you have read it many times .
"Bạn càng nhìn, bạn sẽ càng thấy nhiều, và họ sẽ càng trở nên thú vị.","the more you look , the more you will see , and the more interesting they will become ."
Có một sự khác biệt tinh tế về ý nghĩa giữa hai từ.,there s a subtle difference in meaning between the two words .
Vấn đề đó đã được gác lại cho thời điểm hiện tại.,that problem has been shelved for the time being .
Có đúng là bạn sẽ học ở Úc không?,is it true you are going to study in australia ?
Bạn đã chi bao nhiêu cho những món quà Giáng sinh trong năm nay?,how much did you spend on christmas gifts this year ?
Nguyên nhân cái chết vẫn chưa được xác định.,the cause of death is yet to be determined .
Bạn có một tập tin móng tay tôi có thể mượn không?,do you have a nail file i could borrow ?
"Nếu bạn có một phút, bạn có thể muốn đọc cái này.","if you have a minute , you might want to read this ."
Họ sợ hãi đến mức không thể di chuyển một inch.,they were so frightened that they could not move an inch .
Đôi khi thật khó để khéo léo và trung thực cùng một lúc.,sometimes it is hard to be tactful and honest at the same time .
Nhà ga cách đây mười phút lái xe.,the station is a ten minute drive from here .
Tôi nghĩ rằng họ nên bỏ thuế nặng vào nhập khẩu.,i think they should put a heavy tax on imports .
Tom dường như sắp hỏi một câu hỏi khác.,tom seems to be about to ask another question .
Anh ấy sẽ ở lại với chú của mình vào cuối tuần.,he is going to stay with his uncle for the weekend .
Sẽ là tốt nhất nếu bạn không làm điều đó.,it would be best if you did not do that .
Tôi không nghĩ rằng tôi sẽ thích làm điều đó với Tom.,i do not think i would enjoy doing that with tom .
"Tôi đánh giá cao những gì bạn đang làm, nhưng tôi không nghĩ nó sẽ giúp ích.","i appreciate what you are doing , but i do not think it will help ."
Lập luận của bạn không phải là thuyết phục hơn bất kỳ sự thuyết phục nào của người cha bướng bỉnh của tôi.,your argument is not any more convincing than that of my stubborn father .
Tôi muốn quay lại làm những gì tôi đã làm trước khi bạn làm gián đoạn tôi.,i want to go back to doing what i was doing before you interrupted me .
Chúng tôi rất tiếc phải nói rằng chúng tôi không thể cung cấp cho bạn thông tin đó.,we are sorry to say that we cannot give you that information .
Bạn có muốn ăn gì đó không?nó là trên tôi.,would you like to get something to eat ? it is on me .
Đó là điều ma quái nhất đã từng xảy ra với bạn?,that is the spookiest thing that has ever happened to you ?
Bạn có biết ai sẽ làm điều này không?,do you have any idea who would do this kind of thing ?
Nhân viên tiếp tân tại khách sạn chắc chắn và không thân thiện.,the receptionist at the hotel was surly and not at all friendly .
Anh viết cho mẹ mọi lúc mọi nơi.,he writes to his mother every now and then .
Điểm nhấn của từ này là trên âm tiết thứ hai.,the accent of this word is on the second syllable .
Chúng tôi hy vọng rằng bạn hiểu tình huống khó khăn mà chúng tôi phải đối mặt.,we hope that you understand the difficult situation with which we are confronted .
Cô yêu cầu anh cho một số tiền để mua một chiếc váy mới.,she asked him for some money to buy a new dress .
Tôi có phải là người duy nhất không hiểu chuyện gì đang xảy ra không?,am i the only one who did not understand what was going on ?
"Bạn không muốn nói với tôi tại sao, bạn?","you do not want to tell me why , do you ?"
Tôi nghĩ rằng đó là khoảng thời gian chúng tôi thay đổi cách xử lý chất thải.,i think it is about time we changed our ways of disposing of waste .
Nó không được sử dụng để cố gắng giữ bí mật từ các nhà báo.,it is no use trying to keep secrets from journalists .
Tôi không mong đợi sẽ bận rộn vào ngày mai như ngày hôm nay.,i do not expect to be as busy tomorrow as i am today .
Bạn không có kế hoạch đi caroling Giáng sinh trong năm nay sao?,are not you planning to go christmas caroling this year ?
"Như mọi khi, anh dậy sớm vào buổi sáng và chạy bộ.","as always , he got up early in the morning and went jogging ."
Tôi không thích ra ngoài mà không có áo khoác vào một ngày lạnh như vậy.,i do not like to go out without a coat on such a cold day .
Tom quyết định nói với Mary sự thật về căn bệnh của mình.,tom decided to tell mary the truth about his illness .
Tom là một tài xế xe buýt trường học trước khi anh ta trở thành tài xế taxi.,tom was a school bus driver before he became a taxi driver .
"Ngay khi tôi tìm thấy nó, tôi sẽ mang nó đến chỗ của bạn.","as soon as i find it , i will bring it over to your place ."
Một lời nói dối tốt dễ tin hơn là sự thật.,a good lie is easier to believe than the truth .
"Trong mọi trường hợp, tôi phải hoàn thành công việc này vào ngày mai.","in any case , i must finish this work by tomorrow ."
Tôi không có gì đặc biệt để nói về vấn đề này.,i have nothing in particular to say about this problem .
Anh ta kiểm tra ngôi nhà với một mắt để mở một cửa hàng ở đó.,he examined the house with an eye to opening a store there .
Ở mọi nơi bạn nhìn bạn có thể thấy các cặp vợ chồng trẻ hôn nhau.,everywhere you look you can see young couples kissing .
"Tôi thức dậy lúc sáu giờ, ăn sáng và sau đó đi học.","i got up at six , ate breakfast and then went to school ."
Tôi đã làm cho hòa bình của tôi với dì của tôi trước khi cô ấy chết.,i made my peace with my aunt before she died .
"Nếu bạn thay đổi kế hoạch, bạn phải thông báo cho các thành viên trong nhóm về các thay đổi.","if you alter the plan , you must inform the team members of the changes ."
Shoelaces của tôi đã được cởi trói khi tôi đang đi xuống phố.,my shoelaces came untied as i was walking down the street .
"Nếu bạn muốn đến Bảo tàng Nghệ thuật, hãy đi xe buýt này.","if you want to go to the art museum , take this bus ."
Tôi ước có một số chàng trai dễ thương trong lớp của tôi.,i wish there were some cute guys in my class .
Anh đứng dậy và rời đi giữa cuộc thảo luận.,he got up and left in the middle of the discussion .
Tom nói với tôi rằng anh ấy không có kế hoạch ăn uống hôm nay.,tom told me he was not planning on eating out today .
Người Anh đã đánh bại người Pháp ở Bắc Mỹ.,the british defeated the french in north america in .
Món tráng miệng duy nhất tôi thực sự thích là kem.,the only dessert i really like is ice cream .
"Nếu anh ta ở trong hoàn cảnh giữa, quần áo của anh ta sẽ được chọn chủ yếu để thoải mái.",if he is in middle circumstances his clothes will be chosen chiefly for comfort .
Tôi thực sự ước tôi không phải nói với bạn điều này.,i really wish i did not have to tell you this .
Tom đang sống trong một căn hộ nhỏ trên đường Park.,tom is living in a small apartment on park street .
Tại sao bạn bị ướt?Tôi rơi xuống nước.,why are you wet ? i fell in the water .
Tôi không mong đợi được yêu cầu phát biểu.,i did not expect to be asked to give a speech .
Tom đã bị đánh cắp ví khi anh ta ở Boston.,tom had his wallet stolen while he was in boston .
Tôi giữ một nguồn cung cấp tốt để lưu các chuyến đi đến bưu điện.,i keep a good supply of stamps to save trips to the post office .
Mọi người làm việc cho chúng tôi kiếm được nhiều hơn mức lương tối thiểu.,everyone working for us earns more than the minimum wage .
Anh ấy đã làm hết sức mình và vẫn có điểm kém.,he did his best and still had poor marks .
Tom nghĩ rằng anh ta có thể thành công nơi những người khác đã thất bại.,tom thinks he can succeed where others have failed .
Màu xanh của đôi mắt cô nổi bật với làn da khá tối của cô.,the blue of her eyes stands out against her rather dark skin .
