SRC	TRG
a good lie is easier to believe than the truth .	un beau mensonge est plus facile a croire que la verite .
tom cannot be over thirty . he looks like he is about eighteen .	tom ne peut pas avoir plus de trente ans . il a l air d en avoir dix huit .
you and tom will have a lot to talk about .	tom et toi aurez beaucoup de choses a vous dire .
tom fell off the ladder when he was cleaning out his gutters .	tom est tombe de l echelle alors qu il nettoyait ses gouttieres .
there was nothing but an old chair in the room .	il n y avait rien dans la chambre excepte une vieille chaise .
tom and his friends sat around the campfire and roasted marshmallows .	tom et ses amis se sont assis autour du feu de camp et faisaient griller des guimauves .
both tom and mary did not know how to send a fax .	tom et mary ne savaient ni l un ni l autre envoyer un fax .
we hit the hay early in order to get up at dawn .	on s est pieute tot pour se lever a l aube .
do you want me to tell you exactly what i felt ?	voulez vous que je vous dise exactement ce que j ai ressenti ?
he tried to behave as bravely as possible while he was being held hostage .	il essaya de se conduire le plus bravement possible tandis qu il etait pris en otage .
there s a movie i want to watch on tv tomorrow night .	il y a un film que je veux regarder a la tele demain soir .
are you still dating tom ? no , we broke up at the beginning of last month .	 frequentez vous toujours tom ? non nous avons rompu au debut du mois dernier . 
could you please tell me again who your father is ?	pourrais tu me dire a nouveau qui est ton pere ?
you have not told me why you asked me to come here .	tu ne m as pas dit pourquoi tu voulais que je vienne ici .
a monument was erected in memory of the deceased .	un monument a ete erige a la memoire des defunts .
she is rich , certainly , but i do not think she is very smart .	elle est riche certainement mais je ne pense pas qu elle soit tres intelligente .
i am very happy that you have agreed to that plan .	je suis tres heureux que vous ayez souscrit a ce projet .
i think a part time job is a good experience .	je pense qu un travail a mi temps est une bonne experience .
he wore a mask so no one would recognize him .	il portait un masque de telle maniere que personne ne pourrait le reconnaitre .
we are pleased to announce that that problem has been solved .	nous sommes heureux d annoncer que ce probleme a ete resolu .
do not waste your youth , otherwise you will regret it later .	ne gaspille pas ta jeunesse autrement tu le regretteras plus tard .
my father is busy as a bee every day .	mon pere est chaque jour affaire comme une abeille .
i want to make sure that i do not catch the flu .	je veux etre sur que je n attrape pas la grippe .
he chose to live in tokyo instead of osaka .	il a choisi de vivre a tokyo au lieu d osaka .
what is right in one society can be wrong in another .	ce qui est bien dans une societe peut etre mal dans une autre .
i always drink a glass of milk before going to bed .	je bois toujours un verre de lait avant d aller au lit .
in any case , i must finish this work by tomorrow .	en tout cas je dois finir ce travail pour demain .
she lost her way and on top of that it began to rain .	elle perdit son chemin et pour comble de malchance il se mit a pleuvoir .
i am happy that you were able to find a job so quickly .	je suis heureuse que tu aies pu trouver un travail si rapidement .
i do not want to go if you do not go with me .	je ne veux pas y aller si tu n y vas pas avec moi .
i asked tom not to tell mary about that , but he did anyway .	j ai demande a tom de ne pas en parler a marie mais il l a tout de meme fait .
are you going to do anything special for christmas ?	allez vous faire quelque chose de special pour noel ?
do you want some water ? yeah , i would love some .	 tu veux de l eau ? oui j en veux bien . 
he refused our offer to arrange a press conference .	il refusa notre proposition d organiser une conference de presse .
i ran into an old friend of mine at the party the other day .	je suis tombe sur un de mes vieux amis a la fete de l autre jour .
tom saw both mary and john getting out of their cars .	tom a vu mary et john sortir de leurs voitures .
tom anonymously donated a million dollars to his favorite charity .	tom a donne anonymement un million de dollars a son organisation caritative preferee .
the meeting was not as boring as i thought it would be .	la reunion n a pas ete aussi ennuyeuse que je le pensais .
i wish tom would spend more time at home .	j aimerais que tom passe plus de temps a la maison .
everybody is supposed to know the law , but few people really do .	tout le monde est cense connaitre les lois mais tres peu de gens les connaissent vraiment .
i think it is time for me to mow the lawn .	je pense qu il est temps pour moi de tondre la pelouse .
it was a fine day so i went on a picnic .	c etait un beau jour alors je suis alle pique niquer .
this airplane is capable of carrying passengers at a time .	cet avion est capable de transporter personnes a la fois .
many flights have been canceled because of the storm .	de nombreux vols ont ete annules a cause de la tempete .
life is not always a walk in the park .	la vie n est pas toujours un long fleuve tranquille .
could you explain to me why you think these rules do not apply anymore ?	peut tu m expliquer pourquoi pense tu que ces lois ne sont desormais plus applicables ?
you do not have to do that if you do not really want to .	tu ne dois pas le faire si tu ne le veux vraiment pas .
are not you the only one who has a key to this door ?	n etes vous pas le seul a avoir une cle de cette porte ?
i am no longer young , but i can still bite .	je ne suis plus jeune mais je peux encore mordre .
as the date of the wedding approached , tom started having second thoughts .	alors que la date du mariage approchait tom a commence a avoir des doutes .
the senator was censured by the congressional ethics committee .	le senateur fut reprimande par le comite d ethique du congres .
i went to bed after preparing everything in advance .	je suis alle me coucher apres avoir tout prepare a l avance .
i was just wondering how you guys ever got talking about this topic .	je me demandais juste comment vous avez pu en arriver a ce sujet .
i am looking forward to meeting you all after such a long time .	j ai hate de vous revoir tous apres tout ce temps .
if you take a nap here , you will catch a cold .	si tu fais une sieste ici tu vas attraper froid .
we all know dogs like to gnaw on bones .	nous savons tous que les chiens aiment grignoter des os .
you still have a lot to learn about women .	tu as encore beaucoup a apprendre sur les femmes .
he went to see her in the hospital every other day .	il alla la voir a l hopital tous les deux jours .
in the last typhoon , the wind blew at over kilometers per hour !	dans le dernier typhon le vent souffle a plus de kilometres a l heure !
we need someone to keep an eye on our baby while we are away .	nous avons besoin de quelqu un pour surveiller notre bebe pendant que nous sommes absents .
sorry , but i want to tell her this news face to face .	desole mais je voudrais lui donner la nouvelle face a face .
you should let tom know that is not going to happen .	tu devrais dire a tom que ca n arrivera pas .
the exchange rate of the dollar versus the euro has declined .	le taux de change du dollar par rapport a l euro a baisse .
we are interested in observing the customs of different regions .	nous sommes interesses par l observation des coutumes de differentes regions .
i had a nagging sensation that i would seen him somewhere before .	j avais la sensation persistante de l avoir vu quelque part auparavant .
it has happened before and it will probably happen again .	c est arrive auparavant et ca arrivera probablement a nouveau .
this was a bad week . my train was late two days in a row .	ca a ete une mauvaise semaine . mon train est arrive en retard deux fois de suite .
you do not know how bad i want to see you .	tu ignores a quel point je veux te voir .
it was not easy for us to find his house .	il n etait pas facile pour nous de trouver sa maison .
the only reason tom went to the party was that he expected mary to be there .	la seule raison pour laquelle tom est venu a la fete etait qu il esperait que marie soit presente .
i am looking forward to visiting your country this winter .	je me prepare a visiter votre pays cet hiver .
take lots of vitamin c to avoid catching cold .	pour eviter d attraper un rhume prenez beaucoup de vitamine c .
could i speak to you for a moment , tom ?	est ce que je peux te parler un instant tom ?
the match was cancelled due to the heavy rain .	le match a ete annule en raison de la forte pluie .
if i had known how to do it , i would have done it myself .	si j avais su comment faire je l aurais fait moi meme .
i always make it a point to paint things as they are .	je me suis toujours efforce de peindre les choses telles qu elles sont .
my parents would not let me date who i wanted to date .	mes parents refusaient de me laisser sortir avec qui je voulais .
they could not find out why your car will not start .	ils n ont pu determiner pourquoi ta voiture refuse de demarrer .
unless it is something fairly impressive , i will not remember it .	a moins que ce soit quelque chose d assez impressionnant je ne m en souviendrai pas .
i can understand why you do not want to eat there .	je peux comprendre pourquoi vous ne voulez pas manger la .
there are not enough chairs for us to sit on .	il n y a pas assez de chaises pour que nous puissions nous asseoir .
the child was rushed to the hospital after swallowing a crayon .	l enfant a ete transporte a l hopital apres avoir avale un crayon de couleur .
i want to know if my baggage is going to arrive .	j aimerais bien savoir si mes bagages vont bientot arriver .
it is you who are to blame for the failure .	c est toi qui es a blamer pour cet echec .
he was very tall and thin , with long arms and legs .	il etait tres grand et mince avec de longs bras et de longues jambes .
i just want to know who s in the room .	je veux seulement savoir qui est dans la piece .
i have learned not to put much stock in what he says .	j ai appris a ne pas accorder trop de credit a ce qu il dit .
no matter what you say , i will not change my mind .	quoi que vous disiez je ne changerai pas d opinion .
i will be glad to drink a glass of champagne .	je serai heureux de boire un verre de champagne .
he is well off , so he does not worry about money .	il est financierement a l aise et ne se soucie donc pas d argent .
when you get on the highway , shift into fifth gear .	lorsque tu entres sur l autoroute passe en cinquieme !
she may have argued with him , but i do not think she could have hit him .	elle s est peut etre disputee avec lui mais je ne pense pas qu elle aurait pu le frapper .
all you have to do is push this button .	tout ce que tu as a faire c est d appuyer sur ce bouton .
he is the last person to speak ill of others .	c est le dernier a dire du mal des autres .
do you find that washing machine easy to use ?	trouvez vous cette machine a laver facile a utiliser ?
i found a good place to buy fruit a couple of days ago .	j ai trouve un bon endroit pour acheter des fruits l autre jour .
there were many things that we needed to do to prepare for our trip .	il y avait beaucoup de choses que nous devions faire pour preparer notre voyage .
i cannot see what the two of them are doing , but they are making a lot of noise .	je ne peux pas voir ce qu ils fabriquent tous les deux mais ils font beaucoup de bruit .
i understand the general approach , but i am afraid that i am getting bogged down in the details .	je comprends la demarche generale mais je crains de me perdre dans les details .
do not be so greedy or you will wind up with nothing .	ne soyez pas si gourmand ou vous finirez sans rien .
as an englishman , he is particularly sensitive to the differences between english and american usage .	en tant qu anglais il est particulierement sensible aux differences entre les usages anglais et etasunien .
alcohol consumption is higher in eastern europe than in western europe .	la consommation d alcool est plus elevee en europe de l est qu en europe de l ouest .
tom went to a nearby convenience store to buy something to eat .	tom est alle a une epicerie proche pour acheter quelque chose a manger .
a lot of people think that bats are birds .	beaucoup de gens pensent que les chauves souris sont des oiseaux .
i just want to make sure it is not poison .	je veux juste m assurer que ce n est pas du poison .
she said she was nurse , which was a lie .	elle a dit qu elle etait infirmiere ce qui est un mensonge .
at any rate , he was satisfied with the results .	en tout etat de cause il etait satisfait des resultats .
how long do you plan to stay in this country ?	combien de temps comptes tu rester dans ce pays ?
i think you should tell tom you love him .	je pense que tu devrais dire a tom que tu l aimes .
i am looking for a present for a friend of mine .	je cherche un cadeau pour un ami a moi .
how much did tom have to pay for parking ?	combien tom a t il du payer pour stationner sur le parking ?
do you know what would happen if you drank that ?	sais tu ce qui arriverait si tu buvais cela ?
i am going in the same direction . come with me . i will take you there .	je vais dans la meme direction . viens avec moi . je t y emmenerai .
life s experiences make vivid records on the sensitive plate of his mind .	les experiences de la vie impriment des traces vivaces sur la plaque sensible de son esprit .
it is rude to ask someone how much they earn .	c est impoli de demander a quelqu un combien il gagne .
listen to your heart , and you will know it is true .	ecoute ton c ur et tu sauras que c est la verite .
i told tom that i was not interested in going fishing with him .	j ai dit a tom que je ne souhaitais pas aller pecher avec lui .
you are not allowed to turn left on this street .	on n a pas le droit de tourner a gauche dans cette rue .
let s go get snockered like we did last weekend .	allons nous bourrer la gueule comme on a fait le week end dernier .
i had not planned to tell you about what happened last night .	je n avais pas prevu de vous dire ce qui s est passe hier soir .
he is furious at what they have done to him .	il est furieux de ce qu ils lui ont fait .
what is the poorest country in the european union ?	quel est le pays le plus pauvre de l union europeenne ?
some of them are healthy , but others are not .	certains d entre eux sont en bonne sante mais pas les autres .
what were you just doing ? i was talking to tom .	 qu est ce que tu fabriquais ? je parlais a tom . 
since you did the cooking , i will do the dishes .	je ferai la vaisselle puisque tu as fait la cuisine .
do you know how many people in the world starve to death every year ?	savez vous combien de gens dans le monde meurent de faim tous les ans ?
that is the name of the company you work for ?	quel est le nom de l entreprise pour laquelle tu travailles ?
we will have lived here for two years next april .	cela fera deux ans que nous vivons ici avril prochain .
that is the spookiest thing that has ever happened to you ?	quelle est la chose la plus effrayante qui ne vous soit jamais arrivee ?
it is important that you attach your photo to the application form .	il est important que vous joigniez votre photo au formulaire de candidature .
a young man waited in line to see him .	un jeune homme attendait son tour pour le voir .
i could not understand why tom wanted to quit school .	je ne comprenais pas pourquoi tom voulait abandonner l ecole .
they did not wish to become embroiled in the dispute .	ils ne souhaitaient pas etre impliques dans le conflit .
tom always checks to verify that no dyes are in any food he buys .	tom verifie toujours qu il n y a aucun colorant dans la nourriture qu il achete .
tom does not know how to start a lawn mower .	tom ne sait pas comment demarrer une tondeuse a gazon .
she knows ten times as many english words as i do .	elle connait dix fois plus de mots en anglais que moi .
the united states has officially ended economic sanctions against burma .	les etats unis d amerique ont officiellement mis un terme aux sanctions economiques a l encontre de la birmanie .
i will explain to you how to use it when i come back .	je t expliquerai comment l utiliser une fois que je serai rentre .
the prime minister s speech was calculated to anger the opposition parties .	le discours du premier ministre etait pense de facon a susciter la colere des partis de l opposition .
he screwed up his courage and proposed to her .	il rassembla son courage et la demanda en mariage .
she advised him not to borrow money from his friends .	elle lui recommanda de ne pas emprunter d argent a ses amis .
i do not have enough money to buy a new bicycle .	je n ai pas assez d argent pour acheter un nouveau velo .
i have to go shopping . i will be back in an hour .	je dois aller faire les courses je reviens dans une heure .
who was the girl you were with the other day ?	qui etait la fille avec qui tu etais l autre jour ?
tom is a smart child . he is the best student in his class .	tom est un enfant intelligent . c est le meilleur eleve de sa classe .
there s something i need to talk with you about .	il faut que je te parle de quelque chose .
if i were a bird , i could fly to you .	si j etais un oiseau je pourrais voler vers toi .
i cannot remember how much i paid for it .	je n arrive pas a me rappeler combien j ai paye pour ca .
he said his father was an architect and that he wanted to be one too .	il dit que son pere etait architecte et qu il veut l etre aussi .
he went to the airport to see her off .	il est alle a l aeroport pour lui faire ses adieux .
a flea can jump times its own height .	une puce peut sauter deux cents fois sa propre taille .
this desk is different from the one i ordered .	ce bureau est different de celui que j ai commande .
tom certainly had a lot of time to think about it .	tom avait certainement beaucoup de temps pour y penser .
he devoted his life to the study of science .	il a dedie sa vie a l etude de la science .
all i know about tom is that he is a teacher .	tout ce que je sais de tom c est qu il est enseignant .
i did not have time to think . i had to make a judgment call .	je n avais pas le temps de penser . j ai du trancher .
it is not known when he came up to london .	on ne sait pas quand il est venu a londres .
mary urged her parents to let her go out with her friends .	marie pressa ses parents de la laisser sortir avec ses amis .
i do not think it is wise to do that now .	je ne pense pas qu il soit sage de faire ca maintenant .
tom advised mary not to believe everything she reads on the web .	tom a conseille a mary de ne pas croire tout ce qu elle lit sur le web .
that does not happen much , does it ? actually , it happens quite often .	 ca n arrive pas souvent pas vrai ? en fait ca arrive assez souvent . 
there are a lot of people in the waiting room .	il y a beaucoup de monde dans la salle d attente .
how old were you when your father was killed ?	quel age avais tu quand ton pere s est fait tue ?
whether you like it or not , you have to do your homework .	que cela te plaise ou non tu dois faire tes devoirs .
tom has been on death row for three years .	thomas a ete dans le couloir de la mort pendant trois ans .
you are not going to tell on me , are you ?	tu ne vas pas me denoncer n est ce pas ?
a fallen leaf floated on the surface of the water .	une feuille morte flottait a la surface de l eau .
the day will soon come when man can travel to mars .	le jour arrivera bientot ou l homme pourra voyager vers mars .
i bumped into an old friend on the bus .	je suis tombe sur un vieil ami dans le bus .
tom looked very tired when i saw him yesterday .	tom avait l air tres fatigue quand je l ai vu hier .
this storm is not dangerous . you do not need to worry .	cette tempete n est pas dangereuse . il ne faut pas vous faire de souci .
tom never told me why he was not here the day before yesterday .	tom ne m a jamais dit pourquoi il n etait pas la avant hier .
if you could choose the genes for your children , would you ?	si vous pouviez choisir les genes de votre enfant le feriez vous ?
tom and mary spent all afternoon cooking this meal .	tom et marie ont passe toute l apres midi a preparer ce repas .
i thought the little boy who was staring and pointing at the foreigner was very rude .	je songeais que le petit garcon qui fixait et pointait l etranger du doigt etait tres grossier .
after the explosion , i saw three guys limping out of the restaurant .	apres l explosion j ai vu trois mecs sortir du restaurant en boitant .
he did not divulge the information , not even under pain of torture .	il ne divulgua pas l information pas meme sous la torture .
tom said he wanted to dye his hair black .	tom a dit qu il voulait se teindre les cheveux en noir .
tom lived the high life until the money ran out .	tom avait la belle vie jusqu a ce que l argent s epuise .
she was livid when she found out all the lies he would told her .	elle etait furibonde lorsqu elle a decouvert tous les mensonges qu il lui avait racontes .
nowadays more and more people prefer country life to city life .	de nos jours de plus en plus de gens preferent vivre a la campagne plutot qu a la ville .
all this impulse buying is going to leave you saddled with debt .	tous ces achats compulsifs vont te cribler de dettes .
tom tends to only do what he is told to do .	tom a tendance a ne faire que ce qu on lui dit de faire .
i did not win , but at least i got a consolation prize .	je n ai pas gagne mais au moins ai je obtenu un lot de consolation .
you were wrong . yes , but i was almost right .	 tu avais tort . oui mais j avais presque raison . 
i want everything in order by this time tomorrow .	je veux que tout soit en ordre d ici demain a la meme heure .
he started learning english at the age of eleven .	il commenca a apprendre l anglais a l age de onze ans .
no matter how hard you may try , you will not succeed so easily .	tu auras beau essayer tu ne reussiras pas aussi facilement .
i watched a movie in french with english subtitles .	j ai regarde un film en francais avec des sous titres anglais .
tom was not aware of the gravity of the situation .	tom n etait pas conscient de la gravite de la situation .
i am going to go to the kitchen to grab something to eat .	je vais aller a la cuisine pour glaner quelque chose a manger .
japan is not what it was ten years ago .	le japon n est pas ce qu il etait il y a dix ans .
wind is a cheap and clean source of energy .	le vent est une source d energie peu chere et propre .
it was not as expensive as i thought it would be .	ce n etait pas aussi cher que je le pensais .
i am just not cut out for this kind of work .	je ne suis simplement pas taille pour ce genre de travail .
do not speak to me about tom . we are on bad terms .	ne me parle pas de tom . nous sommes en mauvais termes .
it is gravity that makes satellites move around the earth .	c est la gravite qui fait tourner les satellites autour de la terre .
bungee jumping is not as much fun as it looks .	le saut a l elastique ce n est pas aussi amusant que ca en a l air .
they established a japanese language class for the refugees .	ils creerent une classe de langue japonaise pour les refugies .
i give you enough money every month to pay all your bills .	je vous donne assez d argent chaque mois pour payer toutes vos factures .
i am not a university student , but i am brighter than them .	je ne suis pas etudiant mais je suis plus intelligent qu eux .
if you tell tom what to do , he will do it .	si tu dis a tom ce qu il faut faire il le fera .
he soon grows tired of a thing regardless of how much he liked it to begin with .	il se fatigue vite d une chose independamment de l intensite avec laquelle il l aimait pour commencer .
no matter how hard i try , i cannot remember how to do it .	j ai beau essayer je n arrive pas a me rappeler comment le faire .
i showed tom the postcard i got from mary .	j ai montre a tom la carte postale que j ai recue de mary .
you have to wait on the other side of the road .	vous devez attendre de l autre cote de la rue .
i wish i could afford to buy a car like that .	j aimerais pouvoir me permettre d acheter une voiture comme ca .
they came to the conclusion that the ship must have sunk .	ils sont arrives a la conclusion que le navire avait du couler .
the principal shook hands with each of the graduates .	le directeur serra la main a chacun des diplomes .
she dumped him because she thought he was a jerk .	elle le laissa tomber parce qu elle pensait qu il etait un pauvre type .
as far as i know , he is an honest man .	pour autant que je sache c est un homme honnete .
if you did not put this here , then who did ?	si tu ne l as mis ici alors qui ?
i forgot to tell you what time the meeting s going to start .	j ai oublie de te dire a quelle heure commencait la reunion .
you might as well read a novel instead of staring at the ceiling .	tu ferais tout aussi bien de lire un roman plutot que de contempler le plafond .
would you like to have tea with us this afternoon ?	voudriez vous prendre le the avec nous cet apres midi ?
it seems like the cat caught the scent of a mouse .	on dirait que le chat a detecte l odeur d une souris .
i went to italy for the second time in .	je suis alle en italie pour la seconde fois en .
a month has passed and the work has made little progress .	un mois est passe et le travail n a pas avance .
man is the only animal that can use fire .	l homme est le seul animal a pouvoir se servir du feu .
it does not matter whether your answer is right or wrong .	peu importe que votre reponse soit bonne ou mauvaise .
what makes you think i want to spend christmas with tom ?	qu est ce qui vous fait croire que je veux passer noel avec tom ?
i do not think this is the best time to talk to tom .	je ne pense pas que ce soit le meilleur moment pour parler a tom .
you might want to take a look at this .	il se pourrait que tu veuilles jeter un il a ceci .
a number of countries have strict laws against drugs .	de nombreux pays ont des lois strictes contre les drogues .
how many times did you talk to tom last week ?	combien de fois as tu parle a tom la semaine derniere ?
the more worthless the plant , the more rapid and splendid is its growth .	moins une plante a de valeur plus rapide et splendide est sa croissance .
how can you tell an englishman from an american ?	comment pouvez vous faire la difference entre un anglais et un americain ?
we cannot rule out the possibility of an accident .	nous ne pouvons pas exclure la possibilite d un accident .
we all need to learn to deal with this situation .	il nous faut tous apprendre a faire face a cette situation .
they were stuck in the elevator for four hours .	ils sont restes coinces dans l ascenseur pendant quatre heures .
i think it is time for me to call it a day .	je pense qu il est temps pour moi d arreter pour aujourd hui .
we have a new puppy . he is about weeks old .	nous avons un nouveau chiot . il a a peu pres semaines .
he has been sick in bed this past week .	il est reste au lit pendant toute la semaine .
we pay the kid next door to mow our lawn .	nous payons le fils des voisins pour qu il tonde notre pelouse .
i live near the sea , so i often get to go to the beach .	j habite pres de la mer donc j ai souvent l occasion d aller a la plage .
tom says he cannot ignore mary s behavior any longer .	tom dit qu il ne peut pas ignorer le comportement de mary plus longtemps .
weather permitting , we will go on a picnic tomorrow .	si le temps le permet nous irons pique niquer demain .
do not forget the fact that smoking is bad for your health .	n oublie pas le fait que fumer est mauvais pour ta sante .
i think the prices in this store are way too high .	je pense que les prix dans ce magasin sont bien trop hauts .
portugal is not as close to france as spain .	le portugal n est pas aussi proche de la france que l espagne .
you will get a ticket if you park the car in front of a fire hydrant .	tu vas avoir une amende si tu te gares devant une bouche d incendie .
did you have a favorite book as a child ?	avais tu un livre favori quand tu etais enfant ?
you have to do that whether you like it or not .	tu dois le faire que tu le veuilles ou non .
you are probably too young to understand what is likely to happen next .	tu es probablement trop jeune pour comprendre ce qui va sans doute se produire ensuite .
i went to the library to read a book .	je suis alle a la bibliotheque pour lire un livre .
i think it is time for me to come clean .	je pense qu il est temps pour moi d avouer la verite .
i told you that you were not supposed to do it .	je t avais dit que tu ne devais pas le faire .
you cannot learn a foreign language in just a couple of weeks .	tu ne peux pas apprendre une langue etrangere en deux semaines seulement .
do you think that you can put your idea into practice ?	penses tu que tu puisses mettre ton idee en pratique ?
i should not have to tell you to do your homework .	je ne devrais pas avoir a te dire de faire tes devoirs .
i am not in a position to give you advice .	je ne suis pas en position de te donner des conseils .
i think i am right , but i could be wrong .	je pense que j ai raison mais je pourrais me tromper .
tom s parents got divorced when he was very young .	les parents de tom ont divorce quand il etait encore tres jeune .
you have excellent vision . why are you wearing glasses ?	tu as une excellente vue . pourquoi portes tu des lunettes ?
that company hires people without regard to race , religion , or nationality .	cette entreprise embauche des gens sans se preoccuper de race de religion ou de nationalite .
we plan to go as far as we can .	nous prevoyons de nous rendre aussi loin que nous le pouvons .
do you feel like you cannot connect with other people ?	avez vous l impression que vous n arrivez pas a nouer des liens avec d autres personnes ?
you could do this if you put your mind to it .	tu pourrais le faire si tu y consacrais ton esprit .
we will have our picnic inside if the weather does not improve .	nous ferons notre pique nique a l interieur si le temps ne s ameliore pas .
you are the only person i know who can play the french horn .	tu es la seule personne que je connais qui sache jouer du cor d harmonie .
could you give me the name and phone number of a doctor ?	pouvez vous me donner le nom et numero de telephone d un docteur ?
father has lost his job , and that is worse , mother has fallen ill .	pere a perdu son emploi et ce qui est pire mere est tombee malade .
i do not feel like working today , so let s go play soccer .	je n ai pas envie de travailler aujourd hui allons jouer au foot .
a lot of young people your age are already working and have a family .	beaucoup de jeunes de ton age travaillent deja et ont fonde une famille .
he said he was hungry , and then he added that he was also thirsty .	il a dit qu il avait faim puis il a ajoute qu il avait egalement soif .
i do not like my wife calling me at work .	je n aime pas que ma femme m appelle au travail .
you have to take off your shoes before you can come in .	tu dois oter tes chaussures avant de pouvoir entrer .
you got the date wrong when you were filling in the check .	tu t es trompe sur la date quand tu as rempli le cheque .
look around you and tell me what you see .	regarde autour de toi et dis moi ce que tu vois .
i saw a movie for the first time in two years .	c est la premiere fois en ans que j ai vu un film .
that bridge is not strong enough to support so much weight .	ce pont n est pas assez solide pour supporter un tel poids .
i drink three or four cups of coffee a day .	je bois trois ou quatre tasses de cafe par jour .
now that i have enough money , i can get that camera .	maintenant que j ai suffisamment d argent je peux m acheter cet appareil photo .
i think we should clean the carburetor . i already tried that .	 je pense qu il faudrait nettoyer le carburateur . j ai deja essaye . 
a pick is a long handled tool used for breaking up hard ground surfaces .	un pic est un outil a long manche utilise pour entamer les surfaces de sol dur .
i finally talked her into lending me the book .	j ai finalement reussi a la persuader de me preter le livre .
mom , i am sorry for causing you trouble all the time .	maman je suis desole de te causer tout le temps des ennuis .
your ideas about the government are different from mine .	vos idees a propos du gouvernement sont differentes des miennes .
you can borrow a copy from any public library .	tu peux emprunter une copie dans n importe quelle bibliotheque publique .
he writes a daily journal , and that inspired me to try doing the same thing , but in english .	il tient un journal intime et cela m a encourage a faire pareil mais en anglais .
in the summer , days are long and nights are short .	en ete les journees sont longues et les nuits sont courtes .
it was silly of him to refuse her offer .	c etait idiot de sa part de refuser sa proposition .
it takes us half an hour to walk to school .	il nous faut une demi heure de marche pour aller a l ecole .
tom wants desperately to believe that what mary said is true .	tom veut desesperement croire que ce qu a dit mary est vrai .
this is one of the most dangerous places on earth .	c est l un des endroits les plus dangereux au monde .
i asked tom if i could play his guitar .	j ai demande a tom si je pouvais jouer de sa guitare .
i did not know you were sick , so i did not visit you in the hospital .	je ne savais pas que tu etais malade donc je ne t ai pas rendu visite a l hopital .
he never fails to give her a birthday present .	il n oublie jamais de lui faire un cadeau d anniversaire .
i think tom is leaving australia at the end of the semester .	je pense que tom partira d australie a la fin du semestre .
it is better to walk back than to get lost .	il est preferable de retourner en arriere plutot que de se perdre .
she knew better than to tell him such a story .	elle n etait pas bete au point de lui raconter une telle histoire .
tom did not leave a suicide note , so the police suspect murder .	tom n a pas laisse de note de suicide alors la police suspecte un meurtre .
if peace cannot be maintained with honor , it is no longer peace .	si la paix ne peut etre maintenue sans honneur il ne s agit plus de paix .
you should always wear a seat belt when you are riding in a car .	on devrait toujours mettre une ceinture lorsqu on est en voiture .
quito , ecuador , is a little south of the equator .	quito equateur est situe un peu au sud de l equateur .
i think it is time for me to sharpen my pencil .	je pense qu il est temps que j aiguise mon crayon .
i have waited two whole hours . i cannot wait any longer .	j ai attendu deux heures entieres . je ne peux plus attendre davantage .
if the phone rings again , i plan to ignore it .	si le telephone sonne encore mon intention est de l ignorer .
this word is both a noun and a verb .	ce mot est un nom et un verbe a la fois .
when was the last time you heard a cat meow ?	quand avez vous pour la derniere fois entendu un chat miauler ?
he received a large sum of money in compensation for his injury .	il recut une importante somme d argent en compensation de sa blessure .
never in my wildest dreams did i ever think you would go out with me .	jamais dans mes reves les plus fous je n avais pense que tu sortirais avec moi .
when we landed , we saw our friend on the pier .	en debarquant nous vimes notre ami sur le quai .
as far as i know , he is a reliable person .	pour autant que je sache c est une personne digne de confiance .
you sort of hinted that you wanted me to ask you out .	tu as insinue a demi mot que tu voulais que je t invite a sortir .
i had not planned to do that , but i can if you really want me to .	je n avais pas prevu de faire cela mais je peux le faire si vous le voulez vraiment .
this is a list of what i want for christmas .	voici une liste de ce que je veux pour noel .
i kept him company while his wife was in surgery .	je lui ai tenu compagnie tandis que sa femme subissait une operation chirurgicale .
keep your door locked and do not let anyone in .	garde ta porte fermee et ne laisse entrer personne .
i thought it might be nice for us to spend some time together .	j ai pense que ca serait chouette que nous passions un peu de temps ensemble .
what would you do if you had a billion dollars ?	que ferais tu si tu avais un milliard de dollars ?
i do not think that you should worry about it too much .	je ne pense pas que vous devriez vous faire trop de mouron a ce sujet .
tom , mary and john were each given three hundred dollars .	tom mary et john ont recu chacun trois cents dollars .
the citizens of this small community do not condone public displays of affection .	les citoyens de cette petite communaute desapprouvent les manifestations publiques d affection .
sit down on that chair and try to calm yourself .	assieds toi sur cette chaise et essaye de te calmer .
you will be able to take many pictures with your new camera .	tu pourras prendre beaucoup de photos avec ton nouvel appareil .
can a child of her age distinguish good from bad ?	une enfant de son age peut elle distinguer le bien du mal ?
if you see or hear anything , let me know .	si tu vois ou entends quelque chose fais le moi savoir .
i only wish i had a little more time to finish this .	j aimerais seulement disposer d un petit peu plus de temps pour finir ca .
we looked out of the window , but saw nothing .	on a regarde par la fenetre mais on n a rien vu .
there are no food stores in the immediate area .	il n y a pas de magasin d alimentation a proximite immediate .
you can stay here as long as you do not make any noise .	tant que tu ne fais pas de bruit tu peux rester ici .
if it had not been for your raincoat , i would have been drenched to the skin .	si ce n avait ete pour votre impermeable j aurais ete trempe jusqu aux os .
tom advised mary not to stay out late at night .	tom conseilla a mary de ne pas rester dehors tard la nuit .
do not be lulled into a false sense of security .	ne vous laissez pas bercer par une illusion de securite .
the poor little girl did nothing but sob all day .	la pauvre petite n a fait que pleurer toute la journee .
you do not have to go unless you want to .	tu n es pas oblige d y aller a moins que tu ne le veuilles .
